Sample_index,EXG Channel 0,EXG Channel 1,EXG Channel 2,EXG Channel 3,EXG Channel 4,EXG Channel 5,EXG Channel 6,EXG Channel 7,EXG Channel 8,EXG Channel 9,EXG Channel 10,EXG Channel 11,EXG Channel 12,EXG Channel 13,EXG Channel 14,EXG Channel 15,Accel Channel 0,Accel Channel 1,Accel Channel 2,Not Used,Digital Channel 0 (D11),Digital Channel 1 (D12),Digital Channel 2 (D13),Digital Channel 3 (D17),Not Used,Digital Channel 4 (D18),Analog Channel 0,Analog Channel 1,Analog Channel 2,Timestamp,Marker Channel
162.000000,22834.564487,25241.892069,-12912.312199,2413.966049,-7563.092716,5510.442616,2546.154266,-12157.516141,13463.975604,25006.170572,-3416.061809,1635.521845,-10801.748729,22881.123171,5788.654779,8116.901888,0.008000,-0.014000,1.004000,192.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1775736386.816952,101.000000
164.000000,22823.209801,25225.597647,-12912.826289,2406.455863,-7561.371632,5492.695331,2537.504141,-12161.293585,13385.208057,24985.048173,-3411.770274,1628.391639,-10781.810973,22854.166967,5762.994976,8094.147813,0.008000,-0.014000,1.004000,192.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1775736386.817039,0.000000
166.000000,22826.048473,25237.041740,-12931.914679,2406.433512,-7569.977053,5508.140386,2542.935615,-12178.370318,13430.872671,24989.205598,-3428.891710,1624.614194,-10809.258915,22859.397275,5794.287419,8123.205080,0.008000,-0.014000,1.004000,192.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1775736386.817084,0.000000
168.000000,22833.625714,25232.772557,-12903.550315,2412.759055,-7557.147152,5492.248296,2539.091115,-12158.074934,13426.156452,24998.548627,-3422.096780,1628.458694,-10796.116089,22859.933717,5779.870543,8117.840662,0.006000,-0.014000,1.000000,192.000000,0.000000,24.000000,127.500000,72.000000,15.500000,32.000000,0.000000,0.000000,0.000000,1775736386.817141,0.000000
170.000000,22828.730682,25233.711330,-12926.393798,2404.220689,-7565.327891,5506.821633,2541.259234,-12175.911626,13392.360615,24982.880054,-3415.257146,1627.519921,-10786.393081,22850.702447,5777.121279,8108.654095,0.006000,-0.014000,1.000000,192.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1775736386.817204,0.000000
172.000000,22827.300170,25234.940676,-12913.362731,2410.255660,-7557.124800,5510.487319,2541.728621,-12169.966062,13450.519854,24994.525313,-3428.444675,1625.530616,-10811.807014,22870.707258,5797.394311,8137.711363,0.006000,-0.014000,1.000000,192.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1775736386.817257,0.000000
174.000000,22827.814260,25233.085481,-12904.802013,2408.311058,-7549.279338,5514.130654,2537.817065,-12160.690088,13389.544295,24992.021917,-3410.920907,1629.308060,-10779.039357,22861.900671,5771.645102,8110.844566,0.006000,-0.014000,1.000000,192.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1775736386.817278,0.000000
176.000000,22838.610153,25251.190394,-12926.930240,2411.082674,-7558.912940,5528.346363,2544.477885,-12172.312995,13439.142816,25002.191961,-3421.269765,1632.191435,-10801.078177,22876.630470,5798.266029,8134.470360,0.006000,-0.014000,1.000000,192.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1775736386.817297,0.000000
178.000000,22844.108682,25248.485833,-12905.673731,2421.096256,-7546.842998,5520.836177,2541.147475,-12147.793132,13439.299278,25014.351310,-3410.675038,1640.506284,-10785.744880,22884.677098,5781.234000,8118.175938,0.004000,-0.016000,0.998000,192.000000,0.000000,16.000000,127.500000,64.000000,15.500000,24.000000,0.000000,0.000000,0.000000,1775736386.817336,0.000000
180.000000,22841.962915,25256.711275,-12932.562880,2416.849424,-7562.243350,5525.753561,2543.852036,-12163.215835,13397.255647,25000.917912,-3408.708085,1643.568473,-10783.375595,22876.965747,5767.621788,8110.933973,0.004000,-0.016000,0.998000,192.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1775736386.817360,0.000000
