ch4,ch5,ch3
-0.003696,-0.018524,0.002639
-0.004141,-0.016243,0.001784
-0.00651,-0.013484,0.003295
-0.008043,-0.013477,0.004131
-0.009259,-0.014778,0.001673
-0.009891,-0.015593,-0.00044
-0.009017,-0.01593,-0.000102
-0.007897,-0.015658,0.001426
-0.007695,-0.014628,0.000882
-0.006719,-0.01482,0.001385
-0.006424,-0.014375,0.002471
-0.006277,-0.012315,0.001728
-0.003835,-0.01026,0.000366
-0.000704,-0.008831,-0.000549
0.002617,-0.007691,-0.001882
0.005502,-0.006803,-0.005117
0.00752,-0.006409,-0.008286
0.007741,-0.007525,-0.00905
0.007262,-0.00942,-0.00766
0.006542,-0.008574,-0.007057
0.005367,-0.006999,-0.006058
0.005369,-0.009081,-0.004133
0.006383,-0.012186,-0.004092
0.006126,-0.0124,-0.00594
0.004678,-0.011352,-0.006751
0.0017,-0.01064,-0.006554
-0.00103,-0.01194,-0.006885
-0.002842,-0.014124,-0.007225
-0.004412,-0.014261,-0.006541
-0.003759,-0.012825,-0.005721
-0.003076,-0.013364,-0.005532
-0.003623,-0.015244,-0.004358
-0.005458,-0.017527,-0.002253
-0.005558,-0.017863,-0.000508
-0.005787,-0.019672,-0.000456
-0.006742,-0.02293,-0.001641
-0.006847,-0.02254,-0.002217
-0.003883,-0.01988,-0.002413
-0.002241,-0.019089,-0.002374
-0.004315,-0.018995,-0.001868
-0.006883,-0.017131,-0.001224
-0.007209,-0.015432,-0.001857
-0.006278,-0.015211,-0.001991
-0.006577,-0.015158,-0.001071
-0.006132,-0.013099,2.3e-05
-0.005589,-0.010752,0.001711
-0.006196,-0.009557,0.002024
-0.004993,-0.009714,0.000735
-0.00418,-0.011322,-0.000668
-0.004101,-0.010483,-0.002019
-0.002885,-0.008338,-0.003081
-0.000532,-0.007004,-0.00212
0.000428,-0.007831,-0.000906
5.2e-05,-0.010553,-0.002401
-0.001407,-0.011506,-0.003983
-0.00131,-0.008808,-0.003312
0.000544,-0.005801,-0.001854
0.000445,-0.006988,-0.002471
-0.00054,-0.00812,-0.005208
-0.001495,-0.006948,-0.007966
-0.001817,-0.005553,-0.007491
-0.001454,-0.006479,-0.005733
-0.000761,-0.008761,-0.004529
-0.000434,-0.009791,-0.004448
-0.000208,-0.009779,-0.003971
-0.000624,-0.01067,-0.003528
5.5e-05,-0.012962,-0.003844
0.002644,-0.013128,-0.004199
0.003562,-0.012363,-0.004404
0.001339,-0.011797,-0.00477
-0.001563,-0.012086,-0.005645
-0.002629,-0.014549,-0.005595
-0.000346,-0.018025,-0.003831
0.003501,-0.017815,-0.002522
0.004286,-0.015905,-0.002811
0.002485,-0.015478,-0.001911
-0.001258,-0.014106,0.001301
-0.004541,-0.012439,0.00347
-0.00612,-0.012898,0.002557
-0.006455,-0.014895,-0.000165
-0.004989,-0.017043,-0.002102
-0.003224,-0.018603,-0.000472
-0.001718,-0.019006,0.003632
-0.002475,-0.016755,0.00553
-0.004473,-0.015378,0.003666
-0.005036,-0.016484,0.001249
-0.004855,-0.017245,-0.000762
-0.005765,-0.016639,-0.002024
-0.006788,-0.016651,-0.002196
-0.005768,-0.017233,-0.002354
-0.003244,-0.01782,-0.002563
-0.0022,-0.018315,-0.003525
-0.002226,-0.016988,-0.004193
-0.001222,-0.014906,-0.004199
7.3e-05,-0.013058,-0.0041
0.00059,-0.011745,-0.003821
0.000102,-0.010571,-0.002748
-0.000448,-0.008436,-0.001441
-0.0002,-0.007297,-0.002595
-0.000805,-0.008786,-0.0041
-0.002997,-0.009383,-0.00436
-0.005206,-0.007095,-0.004474
-0.005095,-0.005259,-0.00332
-0.00559,-0.006132,-0.000886
-0.005396,-0.008226,7.4e-05
-0.004653,-0.009796,-0.001039
-0.00422,-0.008362,-0.003625
-0.003703,-0.006899,-0.004261
-0.003906,-0.009638,-0.00134
-0.005772,-0.013943,0.000833
-0.007772,-0.015462,0.000436
-0.007832,-0.014129,-0.001745
-0.006367,-0.011513,-0.004708
-0.004935,-0.013835,-0.007781
-0.002968,-0.017668,-0.010144
-0.001897,-0.019389,-0.007311
-0.002167,-0.020022,-0.00193
-0.002024,-0.019933,0.000967
-0.001274,-0.018845,0.002075
-0.000717,-0.019045,0.001694
-0.000168,-0.018562,-0.000615
-3.2e-05,-0.017784,-0.00204
-0.001101,-0.017298,-0.001859
-0.001812,-0.016542,-0.002273
-0.001181,-0.015751,-0.003683
-0.002017,-0.015049,-0.00361
-0.002791,-0.014928,-0.000884
-0.00203,-0.015284,0.001669
-0.002667,-0.01433,0.000444
-0.002406,-0.013103,-0.000366
-0.000251,-0.012933,0.000734
0.001159,-0.012037,0.001748
1.5e-05,-0.010387,0.002792
-0.002993,-0.0085,0.004109
-0.004096,-0.006676,0.004877
-0.00325,-0.005588,0.002679
-0.000999,-0.006363,-0.001048
0.001802,-0.007514,-0.002193
0.003488,-0.008119,-0.002171
0.004274,-0.007345,-0.004273
0.004218,-0.00688,-0.005978
0.004861,-0.007602,-0.005692
0.005202,-0.008694,-0.004991
0.00505,-0.010068,-0.004492
0.005046,-0.010773,-0.003693
0.004183,-0.011368,-0.004312
0.002451,-0.012239,-0.003983
-0.000784,-0.012428,-0.002068
-0.002782,-0.012761,-0.000463
-0.001668,-0.012728,-0.000594
-0.000705,-0.011869,-0.002247
-0.001988,-0.012894,-0.004161
-0.004046,-0.015957,-0.004528
-0.004228,-0.018169,-0.004226
-0.002171,-0.01795,-0.002353
-0.003678,-0.017326,-0.002848
-0.00523,-0.017611,-0.002858
-0.002874,-0.017563,-0.003146
-0.000493,-0.017028,-0.004594
-0.00101,-0.016277,-0.005906
-0.001983,-0.016898,-0.006252
-0.001501,-0.0197,-0.004832
-0.000827,-0.021435,-0.003467
-0.001297,-0.02055,-0.004078
-0.000138,-0.019217,-0.004537
0.001554,-0.018298,-0.004799
0.002452,-0.017668,-0.004873
0.002992,-0.017476,-0.004218
0.001751,-0.016595,-0.001376
-0.001309,-0.016236,0.002628
-0.00228,-0.01549,0.003585
-0.001893,-0.013673,0.003948
-0.001224,-0.011575,0.003414
-0.000612,-0.010647,0.000489
-0.000736,-0.009988,-0.001513
-0.001294,-0.009001,-0.000486
-0.002555,-0.007436,0.001597
-0.003905,-0.006184,0.002824
-0.004448,-0.006775,0.001848
-0.004826,-0.007062,0.000513
-0.00455,-0.006419,-0.000441
-0.003703,-0.006221,-0.000838
-0.003775,-0.006918,-0.002791
-0.002769,-0.007663,-0.004049
-0.002318,-0.008398,-0.002745
-0.00326,-0.008876,-0.000781
-0.003998,-0.007455,-0.000265
-0.003037,-0.006332,-0.001823
-0.001043,-0.00843,-0.00372
-0.000309,-0.011501,-0.003541
-0.001829,-0.013804,-0.001069
-0.003894,-0.015067,8.2e-05
-0.005034,-0.01608,-0.000242
-0.004919,-0.015998,-0.000781
-0.001634,-0.016897,-0.000841
0.003218,-0.019002,-0.001209
0.00438,-0.0197,-0.002404
0.002423,-0.020258,-0.004686
-0.000713,-0.020138,-0.007141
-0.002698,-0.020765,-0.007721
-0.004159,-0.020837,-0.006774
-0.006029,-0.019688,-0.004989
-0.006421,-0.017044,-0.003379
-0.005487,-0.015048,-0.002957
-0.005491,-0.014124,-0.00267
-0.006113,-0.012898,-0.001735
-0.006481,-0.011582,-0.000372
-0.005633,-0.01173,0.000301
-0.004517,-0.011744,0.000333
-0.002739,-0.011439,0.000734
-0.001116,-0.009123,0.001556
-0.001933,-0.006033,0.001404
-0.001624,-0.004095,-0.000761
0.000948,-0.004606,-0.002366
0.004539,-0.007059,-0.002687
0.007063,-0.010124,-0.003118
0.007606,-0.011381,-0.004319
0.006034,-0.010245,-0.005313
0.00464,-0.009236,-0.00554
0.003942,-0.007296,-0.005538
0.003427,-0.004496,-0.004946
0.001734,-0.004196,-0.00422
-0.000698,-0.005589,-0.004222
-0.001784,-0.007347,-0.004883
-0.000855,-0.010099,-0.004946
0.000663,-0.011752,-0.004444
0.000965,-0.011579,-0.003976
0.000492,-0.011794,-0.002706
0.000837,-0.013228,-0.001916
0.001163,-0.013286,-0.00374
0.000871,-0.010752,-0.004872
7.1e-05,-0.009569,-0.004981
-0.000547,-0.012686,-0.00543
-0.001111,-0.017024,-0.004112
-0.002867,-0.018864,-0.001073
-0.004543,-0.019305,0.00034
-0.004398,-0.02179,0.000548
-0.00282,-0.023622,0.001475
-0.002465,-0.022845,0.003181
-0.002564,-0.021306,0.002999
-0.002695,-0.022634,0.002139
-0.001679,-0.024864,0.001148
-0.001077,-0.024033,-0.000463
-0.001687,-0.020883,-0.002692
-0.00211,-0.018404,-0.004425
-0.001208,-0.016931,-0.004241
0.000405,-0.01443,-0.002263
0.000805,-0.012447,-0.000944
-0.000111,-0.012569,-0.001008
-0.000558,-0.013624,-0.000288
-0.001601,-0.014224,0.000867
-0.00235,-0.013629,0.001059
-0.000715,-0.011557,0.000151
0.002158,-0.009185,-0.000942
0.003135,-0.009135,-0.000911
0.001534,-0.010887,0.000631
0.00015,-0.010834,0.00221
-0.000186,-0.008769,0.001158
-0.000503,-0.007647,-0.00144
-0.00186,-0.007819,-0.003476
-0.004018,-0.008453,-0.004156
-0.006397,-0.008258,-0.002794
-0.008873,-0.007548,-0.001854
-0.009873,-0.009249,-0.002953
-0.009067,-0.011772,-0.004395
-0.007835,-0.012928,-0.004599
-0.006215,-0.012722,-0.004428
-0.005086,-0.012382,-0.002796
-0.003456,-0.012881,-0.001629
-0.00459,-0.013265,-0.001598
-0.006456,-0.012463,-0.003238
-0.005558,-0.012144,-0.00553
-0.00448,-0.015221,-0.006835
-0.005469,-0.017927,-0.006637
-0.005101,-0.018884,-0.005955
-0.003113,-0.019619,-0.006031
-0.001462,-0.017578,-0.00598
-0.000463,-0.016506,-0.004105
-0.000296,-0.018442,-0.003389
-0.002381,-0.018924,-0.00309
-0.004573,-0.018291,-0.000737
-0.004572,-0.01721,0.002192
-0.003044,-0.013595,0.002543
-0.001173,-0.010952,0.001291
0.000624,-0.012676,0.000311
0.001399,-0.016291,-0.000587
0.002693,-0.017937,-0.002012
0.004295,-0.018273,-0.002208
0.004544,-0.017674,0.000141
0.001845,-0.015117,0.003185
-0.000889,-0.012143,0.003379
-0.00149,-0.010796,0.00154
0.000561,-0.011073,0.001859
0.005015,-0.010687,0.001927
0.008293,-0.009361,-0.000734
0.007122,-0.00888,-0.003593
0.004594,-0.008453,-0.004535
0.003783,-0.006902,-0.003638
0.004426,-0.00654,-0.002466
0.003578,-0.006843,-0.002427
6.1e-05,-0.006877,-0.003338
-0.002766,-0.005401,-0.00189
-0.004463,-0.004388,0.001385
-0.005733,-0.004879,0.001988
-0.005997,-0.004937,0.001248
-0.004132,-0.004328,0.002094
-0.003053,-0.005638,0.003143
-0.003869,-0.008561,0.002189
-0.006143,-0.010237,-4.1e-05
-0.006922,-0.010828,-0.000516
-0.004527,-0.011648,-0.000262
-0.002673,-0.014364,-0.001492
-0.002456,-0.017137,-0.003832
-0.002659,-0.018058,-0.005053
-0.001678,-0.018265,-0.00435
-0.001518,-0.018456,-0.002955
-0.002506,-0.018458,-0.001348
-0.004151,-0.019354,-0.002273
-0.003225,-0.019822,-0.003479
-0.001296,-0.018676,-0.002889
-0.000597,-0.017621,-0.001951
-0.001154,-0.017999,-0.002671
-0.002193,-0.018775,-0.003233
-0.003812,-0.018971,-0.002589
-0.00519,-0.018963,-0.001661
-0.005322,-0.019194,-0.00117
-0.004578,-0.017565,-0.001428
-0.003687,-0.014773,-0.001506
-0.003518,-0.013667,-0.001961
-0.005463,-0.014887,-0.004426
-0.005813,-0.01385,-0.005151
-0.004166,-0.011529,-0.003336
-0.003917,-0.011045,-0.002196
-0.004201,-0.010566,-0.004199
-0.004025,-0.009679,-0.005549
-0.002404,-0.010174,-0.005058
0.001189,-0.010897,-0.004152
0.003111,-0.011431,-0.002605
0.001508,-0.011162,-0.003391
-0.000914,-0.009497,-0.006425
-0.001508,-0.008114,-0.007006
-0.001798,-0.008458,-0.004164
-0.001535,-0.010111,-0.003541
-0.00101,-0.010576,-0.00419
-0.001618,-0.010907,-0.003868
-0.003293,-0.010839,-0.003605
-0.005197,-0.010034,-0.001786
-0.005834,-0.009179,-0.000278
-0.003234,-0.011098,-0.000857
-0.000637,-0.013411,-0.00297
-0.001033,-0.015036,-0.004639
-0.002442,-0.01631,-0.004531
-0.00263,-0.018228,-0.003536
-0.00128,-0.019347,-0.003055
0.000662,-0.019736,-0.002895
0.000266,-0.018923,-0.002843
-0.00209,-0.017017,-0.00238
-0.003221,-0.016666,-0.001149
-0.00408,-0.017782,-0.00068
-0.004286,-0.017678,-0.00057
-0.002757,-0.017243,-9.1e-05
-0.00129,-0.017742,0.000289
-0.001383,-0.017476,0.000562
-0.00186,-0.016632,0.000923
-0.001139,-0.016534,0.001908
-0.002207,-0.01652,0.002739
-0.004553,-0.016088,0.001197
-0.004424,-0.015173,-0.002091
-0.003908,-0.01436,-0.005857
-0.003553,-0.013346,-0.007768
-0.002853,-0.012915,-0.006895
-0.002482,-0.015658,-0.004888
-0.002039,-0.015984,-0.00533
-0.002367,-0.013605,-0.006223
-0.00297,-0.010553,-0.006687
-0.00335,-0.008837,-0.005465
-0.005456,-0.009097,-0.003012
-0.006271,-0.009917,-0.000814
-0.002565,-0.009642,-0.000666
0.001281,-0.007896,-0.002787
0.001441,-0.007089,-0.004318
0.001444,-0.007735,-0.004527
0.002109,-0.009224,-0.004239
0.001536,-0.010533,-0.002581
-0.00026,-0.011278,-0.000796
-0.002553,-0.012272,0.000245
0.000408,-0.012358,-0.002428
0.002678,-0.012131,-0.005164
0.001064,-0.012696,-0.004203
-0.000436,-0.013937,-0.000766
-0.001004,-0.01387,-0.000546
-0.001357,-0.012704,-0.002628
-0.001935,-0.013514,-0.003944
-0.002414,-0.016035,-0.004199
-0.001221,-0.018476,-0.003934
0.001304,-0.020111,-0.003008
0.001988,-0.020309,-0.00161
0.00118,-0.018806,0.000495
0.001659,-0.018118,0.002518
0.001567,-0.020484,0.002443
0.002061,-0.022638,0.001756
0.002562,-0.022768,0.00094
0.00048,-0.020893,0.001607
-0.002433,-0.018561,0.003316
-0.002157,-0.01693,0.00453
-0.000177,-0.014895,0.003543
0.000497,-0.011589,0.002182
-0.000728,-0.009413,0.0016
-0.002274,-0.01029,0.002053
-0.003403,-0.011469,0.001294
-0.003695,-0.012547,-0.002051
-0.003479,-0.012159,-0.00511
-0.0024,-0.009368,-0.002609
-0.001273,-0.007815,-0.000496
-0.0008,-0.007789,-0.000728
0.000285,-0.006217,-0.002058
0.001506,-0.005671,-0.004212
0.002264,-0.006039,-0.005034
0.003252,-0.005278,-0.003761
0.004712,-0.003588,-0.003266
0.005666,-0.003252,-0.00377
0.004323,-0.005052,-0.004372
0.002565,-0.006109,-0.005397
0.001585,-0.006057,-0.005532
-0.000173,-0.006876,-0.004711
-0.00155,-0.008695,-0.003828
-0.002215,-0.010278,-0.003261
-0.002453,-0.009129,-0.00175
-0.002564,-0.0076,-0.002165
-0.001221,-0.008033,-0.002143
0.000419,-0.009745,-0.001069
0.000142,-0.012808,-0.000153
-0.001837,-0.014464,-3.4e-05
-0.003403,-0.014605,-0.001279
-0.004364,-0.015096,-0.002347
-0.004662,-0.016912,-0.001151
-0.005153,-0.020262,0.000349
-0.005359,-0.021137,-0.000619
-0.005346,-0.018969,-0.001887
-0.004603,-0.019262,-0.002994
-0.005359,-0.021584,-0.004385
-0.00539,-0.020544,-0.005891
-0.003198,-0.017737,-0.008781
-0.00292,-0.015735,-0.009685
-0.003611,-0.013146,-0.006386
-0.003408,-0.011566,-0.003077
-0.002353,-0.011517,-0.001765
-0.001722,-0.012054,-0.001153
-0.000905,-0.012512,-0.000881
-0.000235,-0.011736,-0.000835
-0.001104,-0.011268,-0.001153
-0.000837,-0.009912,-0.002342
-0.001108,-0.011058,-0.001881
-0.002269,-0.013172,-0.00227
-0.001631,-0.013626,-0.0029
-0.000883,-0.013621,-0.003111
-0.001013,-0.011893,-0.002871
-0.000927,-0.007942,-0.000669
-0.001191,-0.004307,0.001085
-0.002397,-0.002266,0.000292
-0.003696,-0.003733,-0.001572
-0.004147,-0.006816,-0.002917
-0.003384,-0.009454,-0.004152
-0.002884,-0.009172,-0.004803
-0.003665,-0.006957,-0.004554
-0.003831,-0.010429,-0.003681
-0.003159,-0.015523,-0.003531
-0.003095,-0.01452,-0.003147
-0.004719,-0.012537,-0.001219
-0.00665,-0.012151,-0.000494
-0.006809,-0.011642,-0.00078
-0.005221,-0.012803,-0.000422
-0.004982,-0.015131,0.000195
-0.005411,-0.016227,0.000933
-0.005778,-0.016273,0.00152
-0.006392,-0.01785,0.001297
-0.006408,-0.019716,0.00145
-0.00498,-0.020447,0.002605
-0.004533,-0.02231,0.001843
-0.003813,-0.023149,0.001441
-0.003165,-0.022595,0.000156
-0.002984,-0.021107,-0.001839
-0.003052,-0.020051,-0.000864
-0.003771,-0.019297,0.002008
-0.004272,-0.018807,0.002256
-0.004103,-0.01899,-0.000739
-0.004852,-0.019291,-0.004443
-0.005985,-0.018311,-0.005648
-0.004106,-0.015921,-0.004348
-0.000218,-0.014193,-0.002628
0.001399,-0.013177,-0.00161
-9.9e-05,-0.012457,-5.7e-05
-0.001146,-0.010998,0.003226
-0.00017,-0.008947,0.004465
0.001295,-0.007879,0.003762
0.001632,-0.007899,0.00319
0.001063,-0.007768,0.002179
0.000766,-0.007836,0.000433
-7.3e-05,-0.008617,-0.001402
-0.001265,-0.009167,-0.00264
-0.003698,-0.009116,-0.003343
-0.003408,-0.009074,-0.004695
0.000273,-0.008664,-0.006512
0.002033,-0.008711,-0.006307
-0.000295,-0.009804,-0.005904
-0.002853,-0.008578,-0.005871
-0.002204,-0.00697,-0.004418
3.2e-05,-0.008701,-0.002899
0.002476,-0.011622,-0.003563
0.003822,-0.012631,-0.00496
0.00453,-0.014069,-0.004528
0.00446,-0.01616,-0.002239
0.004276,-0.015739,-0.000844
0.004297,-0.01376,-0.001627
0.004474,-0.011798,-0.002411
0.003419,-0.01076,-0.002017
0.001518,-0.011926,-0.001714
0.00177,-0.014645,-0.003308
0.004424,-0.017186,-0.005145
0.0061,-0.019,-0.006277
0.002865,-0.019405,-0.008225
0.000167,-0.017549,-0.008038
8.2e-05,-0.017148,-0.006787
-0.000613,-0.017638,-0.005149
-0.001918,-0.019028,-0.003821
-0.002036,-0.019916,-0.002297
-0.001789,-0.018695,-0.001233
-0.002752,-0.018711,-0.001427
-0.002719,-0.01924,-0.002503
-0.001346,-0.016195,-0.002854
-0.002002,-0.01212,-0.002426
-0.004664,-0.010355,-0.001885
-0.005875,-0.008886,-0.000508
-0.003503,-0.007006,0.001482
-0.000834,-0.006121,0.000982
-0.000206,-0.005314,-0.000354
-0.001603,-0.003304,-0.000559
-0.001852,-0.002524,0.000994
-0.002138,-0.004158,0.002296
-0.002783,-0.005565,0.002589
-0.002719,-0.006454,0.001364
-0.002411,-0.007343,-0.000226
-0.002221,-0.006548,-0.001287
-0.002187,-0.00704,-0.001788
-0.002326,-0.008843,-0.001842
-0.003643,-0.009562,-0.000885
-0.004497,-0.009629,-0.001042
-0.003569,-0.01168,-0.002261
-0.002236,-0.012382,-0.002878
-0.000624,-0.012261,-0.003331
0.000284,-0.012913,-0.004411
-0.001397,-0.014954,-0.004875
-0.003989,-0.015456,-0.00478
-0.005244,-0.014202,-0.005636
-0.004693,-0.013799,-0.006687
-0.002552,-0.015351,-0.005713
-0.001709,-0.018542,-0.004933
-0.002112,-0.021308,-0.005304
-0.002487,-0.022422,-0.00428
-0.003192,-0.021162,-0.001525
-0.004065,-0.021099,-0.001038
-0.002432,-0.020611,-0.004165
-0.001315,-0.02037,-0.006871
0.001379,-0.020658,-0.005902
0.003908,-0.020137,-0.002901
0.003628,-0.018574,-0.002299
0.001318,-0.015964,-0.00354
-0.001926,-0.01425,-0.004996
-0.004906,-0.015535,-0.00531
-0.005225,-0.016049,-0.003476
-0.003658,-0.013069,-0.002026
-0.002328,-0.008862,-0.002151
-0.001041,-0.007568,-0.001531
-0.002299,-0.00791,-0.001886
-0.00515,-0.008153,-0.002847
-0.004142,-0.009262,-0.002736
-0.000312,-0.0101,-0.002567
0.000607,-0.01003,-0.00453
-0.001171,-0.008669,-0.006205
-0.002274,-0.006837,-0.006377
-0.000852,-0.005639,-0.006912
0.000641,-0.005638,-0.007328
-0.00115,-0.007861,-0.006321
-0.0032,-0.010436,-0.003797
-0.002089,-0.010328,-0.001899
-0.000461,-0.010404,-0.001993
0.000513,-0.01257,-0.002679
-0.001208,-0.013561,-0.003936
-0.003804,-0.012912,-0.004912
-0.004616,-0.013271,-0.004873
-0.005353,-0.015162,-0.003246
-0.006182,-0.017212,-0.001814
-0.004418,-0.017686,-0.001024
-0.002595,-0.017804,-0.000841
-0.002274,-0.017879,-0.000441
-0.003583,-0.01864,0.000276
-0.004563,-0.01908,1.1e-05
-0.001437,-0.020644,-0.000989
0.00514,-0.021867,-0.000728
0.008938,-0.019744,0.001905
0.008167,-0.018172,0.005039
0.006189,-0.019793,0.005001
0.00443,-0.020662,0.003082
0.003011,-0.018667,0.001846
0.00219,-0.016442,0.002013
0.000825,-0.015992,0.001873
-0.000805,-0.016673,0.000694
-0.001795,-0.016945,0.000259
-0.002114,-0.015617,2.1e-05
-0.002188,-0.013653,-0.000287
-0.003346,-0.012691,-7.4e-05
-0.006407,-0.013168,-0.000428
-0.007191,-0.013252,-0.000504
-0.006383,-0.01377,-0.000503
-0.006566,-0.013442,-0.000739
-0.006688,-0.011346,0.000548
-0.005279,-0.00997,0.000287
-0.004515,-0.011038,-0.00242
-0.00474,-0.013347,-0.004689
-0.004387,-0.01344,-0.005392
-0.004193,-0.012147,-0.005375
-0.0042,-0.011659,-0.004946
-0.00397,-0.010681,-0.004307
-0.00374,-0.009503,-0.004817
-0.004643,-0.009087,-0.005444
-0.004874,-0.009518,-0.00554
-0.0047,-0.009078,-0.006182
-0.004253,-0.009619,-0.005793
-0.005638,-0.011051,-0.003268
-0.006432,-0.012442,-0.001303
-0.00552,-0.013384,-0.002708
-0.004208,-0.014103,-0.005537
-0.003788,-0.015514,-0.005938
-0.003641,-0.016461,-0.00562
-0.002177,-0.014977,-0.00617
-0.000676,-0.013093,-0.005916
0.000311,-0.01329,-0.004596
0.000756,-0.015032,-0.003936
0.002983,-0.015867,-0.004145
0.005678,-0.016259,-0.00296
0.005884,-0.016446,-0.00151
0.002169,-0.017003,-0.000917
-0.000238,-0.01772,-0.001938
-0.00086,-0.018222,-0.002374
-0.001011,-0.017563,-0.000753
0.000966,-0.015938,0.003446
0.002726,-0.014102,0.00681
0.002144,-0.013434,0.006681
-0.000603,-0.013397,0.004592
-0.001408,-0.013484,0.00246
0.000319,-0.012853,0.001603
0.000427,-0.010271,0.001097
-0.000108,-0.008095,0.000565
-0.001782,-0.008532,-0.000951
-0.005118,-0.009022,-0.000289
-0.007554,-0.007669,0.001061
-0.007119,-0.005506,0.001356
-0.004604,-0.003776,0.000196
-0.002851,-0.003802,-0.001396
-0.003605,-0.004569,-0.001711
-0.004455,-0.004706,-0.00151
-0.003643,-0.004625,-0.001511
-0.002974,-0.004384,-0.001089
-0.002857,-0.003726,-0.00131
-0.00363,-0.003524,-0.002292
-0.004579,-0.005946,-0.002519
-0.004851,-0.00685,-0.001278
-0.004705,-0.006542,0.000166
-0.001884,-0.007665,0.001383
-0.000267,-0.009281,-0.000258
-0.001209,-0.010724,-0.000549
-0.002219,-0.011739,0.00031
-0.000771,-0.013296,-0.000728
5.9e-05,-0.014822,-0.002194
-0.002151,-0.016986,-0.002858
-0.005178,-0.01905,-0.001264
-0.006659,-0.021256,0.001167
-0.006261,-0.022485,0.001356
-0.005634,-0.021842,0.000624
-0.005092,-0.02165,-0.002315
-0.00423,-0.022299,-0.004954
-0.003488,-0.021581,-0.00373
-0.002206,-0.019439,-0.000183
0.000733,-0.017731,0.001184
0.002864,-0.0175,0.001079
0.003635,-0.017401,0.000738
0.003533,-0.016409,0.000494
0.00491,-0.015932,3e-05
0.007178,-0.016839,-0.00107
0.008538,-0.016341,-0.003081
0.006731,-0.015658,-0.006275
0.003137,-0.016652,-0.008252
0.000783,-0.017097,-0.006576
0.001118,-0.01356,-0.00248
0.002018,-0.010573,-0.000512
0.000469,-0.00839,-0.000879
0.000172,-0.008512,-0.001567
0.001618,-0.010465,-0.002507
0.003137,-0.010844,-0.005661
0.002219,-0.008859,-0.007424
-0.000795,-0.006599,-0.006629
-0.003112,-0.006655,-0.005349
-0.002467,-0.008302,-0.003882
-0.00162,-0.010296,-0.002514
-0.002504,-0.010906,-0.002682
-0.003671,-0.011731,-0.004212
-0.00312,-0.013105,-0.004689
-0.002211,-0.014392,-0.004853
-0.001299,-0.01457,-0.002826
-1.8e-05,-0.01375,-0.001741
-0.000354,-0.013839,-0.002855
-0.001519,-0.014852,-0.005496
-0.003075,-0.014492,-0.006449
-0.004058,-0.014267,-0.004711
-0.003702,-0.013945,-0.002974
-0.003894,-0.013596,-0.002431
-0.004199,-0.01528,-0.003161
-0.004429,-0.017225,-0.004455
-0.004925,-0.017363,-0.004361
-0.004891,-0.017004,-0.003612
-0.00456,-0.018035,-0.003538
-0.003192,-0.01947,-0.003847
-0.000822,-0.019013,-0.004593
-0.000869,-0.017312,-0.004967
-0.003354,-0.016188,-0.003413
-0.004233,-0.014782,-0.002286
-0.003157,-0.012976,-0.002011
-0.002144,-0.011771,-0.001813
-0.001335,-0.011926,-0.002548
-0.002093,-0.01384,-0.002809
-0.005087,-0.014938,-0.001139
-0.005963,-0.013453,0.000548
-0.005057,-0.012648,0.001642
-0.004271,-0.011849,0.001269
-0.002908,-0.012227,0.000512
-0.001301,-0.013233,0.00034
-0.000227,-0.012142,-5.3e-05
-0.000697,-0.009602,-0.000164
-0.000844,-0.007874,0.000398
-0.00089,-0.007278,-0.000704
-0.001284,-0.008526,-0.002806
-0.001754,-0.00948,-0.003334
-0.001851,-0.00945,-0.003912
-0.001421,-0.008081,-0.004181
-0.001061,-0.006318,-0.003976
-0.001523,-0.006531,-0.003065
-0.002112,-0.007707,-0.002013
-0.000939,-0.009754,-0.00183
0.000331,-0.012577,-0.002866
-0.000582,-0.012018,-0.002532
-0.001658,-0.008895,-0.002665
-0.001284,-0.009565,-0.001394
-0.00041,-0.012603,-0.00136
-3.9e-05,-0.015014,-0.002297
0.000162,-0.017464,-0.002749
0.0,-0.019925,-0.003186
-0.00057,-0.02071,-0.003068
-0.000723,-0.019758,-0.004071
-0.000429,-0.018802,-0.00533
-0.000466,-0.018908,-0.003486
-0.000955,-0.019558,-0.00139
-0.000842,-0.020288,-0.000844
9.8e-05,-0.019607,-0.000785
-0.001589,-0.018747,0.000803
-0.001835,-0.018418,0.000318
0.001114,-0.01849,-0.000674
0.002399,-0.016512,-0.000953
9.1e-05,-0.015,-0.000163
-0.003551,-0.014766,-0.00039
-0.005009,-0.014751,-0.00266
-0.003929,-0.014394,-0.004179
-0.002641,-0.013677,-0.004245
-0.003268,-0.013299,-0.003678
-0.004374,-0.013116,-0.003095
-0.003611,-0.012629,-0.00163
-0.003179,-0.011583,-0.00117
-0.003038,-0.011648,-0.002388
-0.000757,-0.009992,-0.002504
0.000441,-0.007183,-0.000253
-0.000673,-0.005976,0.000826
-0.001518,-0.005836,0.001292
-0.001206,-0.004984,0.001666
-0.001714,-0.005043,0.001319
-0.004293,-0.005969,0.000152
-0.006552,-0.00671,-0.001792
-0.005184,-0.006142,-0.003504
-0.002764,-0.006687,-0.00414
-0.001598,-0.009267,-0.005676
-0.001839,-0.00989,-0.006369
-0.002362,-0.009805,-0.005446
-0.002858,-0.011666,-0.003167
-0.002787,-0.012364,-0.002963
-0.00287,-0.012817,-0.00371
-0.004354,-0.016275,-0.003737
