ch4,ch5,ch3
0.000803,-0.001823,-0.001631
0.00332,-0.001801,-0.003224
0.004594,-0.002634,-0.006702
0.004086,-0.003925,-0.006844
0.003135,-0.005022,-0.004406
0.001769,-0.005531,-0.002639
0.000759,-0.004389,-0.002596
0.001439,-0.004506,-0.002861
0.004325,-0.006829,-0.002846
0.007171,-0.007664,-0.004427
0.007097,-0.008192,-0.005317
0.003195,-0.009055,-0.001865
-0.00185,-0.008948,0.002277
-0.004523,-0.012305,0.000874
-0.006924,-0.017179,-0.002656
-0.008258,-0.019025,-0.005538
-0.005783,-0.018872,-0.00424
-0.004275,-0.019253,-0.0012
-0.004446,-0.018783,-7.9e-05
-0.004339,-0.018543,0.000295
-0.004414,-0.020539,-5.1e-05
-0.006023,-0.021556,-0.000958
-0.007226,-0.019483,-0.000492
-0.006943,-0.01479,0.001002
-0.005589,-0.013142,0.001179
-0.002592,-0.013984,-0.001232
0.000466,-0.015687,-0.002704
0.002968,-0.016091,-0.001145
0.003403,-0.015065,0.000504
0.002847,-0.014931,0.00028
0.002457,-0.016086,-0.000439
0.002906,-0.015311,-0.000518
0.004646,-0.012693,0.001133
0.006059,-0.011303,0.002604
0.006032,-0.011722,0.000971
0.003657,-0.011653,-0.001657
-0.000253,-0.0113,-0.002325
-0.002709,-0.010622,-0.002195
-0.003015,-0.009574,-0.003352
-0.002154,-0.008174,-0.003071
-0.002018,-0.007804,-0.001461
-0.004698,-0.009818,-0.001547
-0.006992,-0.012167,-0.003195
-0.006394,-0.012196,-0.003474
-0.005013,-0.011102,-0.001774
-0.004284,-0.011425,-0.001015
-0.003496,-0.01212,-0.001966
-0.003585,-0.012694,-0.002966
-0.005342,-0.013921,-0.003187
-0.006428,-0.013311,-0.003191
-0.006242,-0.010863,-0.003336
-0.005573,-0.011049,-0.00352
-0.004181,-0.014326,-0.003207
-0.003976,-0.015794,-0.003784
-0.005015,-0.014301,-0.004531
-0.005669,-0.013181,-0.004273
-0.005311,-0.014936,-0.003303
-0.004601,-0.017901,-0.002581
-0.004271,-0.018904,-0.002182
-0.004276,-0.017346,-0.002367
-0.004612,-0.017188,-0.002518
-0.005344,-0.019623,-0.002047
-0.006184,-0.019833,-0.001716
-0.005958,-0.016783,-0.001536
-0.005093,-0.01597,-0.000736
-0.004539,-0.016448,0.000334
-0.005317,-0.015417,0.001557
-0.006886,-0.012706,0.002282
-0.006506,-0.011302,0.002777
-0.005013,-0.011506,0.002125
-0.004959,-0.013539,0.000926
-0.005861,-0.014903,-8.9e-05
-0.005517,-0.015271,-0.001187
-0.003258,-0.014881,-0.000816
0.001002,-0.013039,0.00089
0.00425,-0.011015,0.001761
0.002013,-0.010298,0.000755
-0.000901,-0.008607,-0.001281
-0.00149,-0.00774,-0.00055
-0.001866,-0.008154,0.00101
-0.002062,-0.005991,0.000763
-0.001,-0.004354,-0.001661
-0.000246,-0.005421,-0.004166
-0.00157,-0.007161,-0.004641
-0.004702,-0.009342,-0.003458
-0.006704,-0.011308,-0.003492
-0.00665,-0.012379,-0.004387
-0.005378,-0.014128,-0.003895
-0.005327,-0.01482,-0.003529
-0.007502,-0.013081,-0.004041
-0.009047,-0.011159,-0.003205
-0.007694,-0.012459,-0.001929
-0.003526,-0.016439,-0.001684
-0.001308,-0.019586,-0.002806
-0.003285,-0.018675,-0.00199
-0.006029,-0.016842,0.000395
-0.005746,-0.016499,0.000673
-0.003749,-0.017297,-0.001423
-0.004702,-0.019874,-0.003251
-0.005961,-0.021739,-0.003518
-0.004805,-0.021028,-0.003532
-0.004651,-0.019139,-0.004632
-0.00486,-0.0171,-0.005213
-0.00365,-0.015525,-0.004377
-0.002751,-0.014976,-0.004203
-0.001729,-0.014939,-0.004351
0.000211,-0.011843,-0.00382
0.001091,-0.009639,-0.002365
0.000453,-0.010487,-0.001369
0.00033,-0.011577,-0.002691
0.000737,-0.01192,-0.004315
0.000154,-0.012991,-0.003912
0.000559,-0.01344,-0.002305
0.002615,-0.012884,-0.001502
0.003115,-0.011541,-0.000887
0.002607,-0.008786,-0.000494
0.003309,-0.009061,-0.002333
0.005225,-0.013246,-0.003989
0.005089,-0.015026,-0.004668
0.003181,-0.013261,-0.006198
0.000888,-0.012721,-0.006959
-0.000974,-0.012055,-0.005208
-0.00148,-0.01084,-0.002326
-0.000458,-0.010572,-0.003061
0.001259,-0.010825,-0.005335
0.002503,-0.010797,-0.005234
0.001319,-0.009376,-0.004703
-0.000639,-0.009547,-0.004325
-0.000493,-0.011582,-0.003759
0.00081,-0.011507,-0.00302
0.001054,-0.010429,-0.003134
-0.001237,-0.010533,-0.003777
-0.003435,-0.010901,-0.004513
-0.002772,-0.011625,-0.003504
-3.1e-05,-0.012925,-0.002932
0.00047,-0.012986,-0.001933
-0.002868,-0.013347,-0.000411
-0.006442,-0.013707,0.000896
-0.007745,-0.014681,0.001346
-0.007747,-0.016903,0.002652
-0.006073,-0.01785,0.004081
-0.004731,-0.015939,0.004955
-0.006167,-0.014231,0.004967
-0.008327,-0.016271,0.003828
-0.009287,-0.019523,0.002667
-0.008019,-0.021059,0.002828
-0.005364,-0.019814,0.001851
-0.002463,-0.018616,0.00017
-0.001396,-0.018343,0.000215
-0.000708,-0.01714,0.000282
-0.00035,-0.014606,-0.000701
-0.001225,-0.012278,-0.000927
-0.001905,-0.012421,-0.000356
-0.000816,-0.013604,-0.001641
0.001639,-0.013142,-0.004211
0.002281,-0.01147,-0.005593
0.001824,-0.009426,-0.006866
0.001255,-0.008345,-0.00722
-0.000744,-0.008377,-0.007364
-0.003442,-0.009999,-0.006583
-0.004134,-0.009852,-0.006231
-0.002649,-0.008109,-0.006958
-0.000889,-0.007473,-0.007333
-0.001402,-0.009503,-0.006169
-0.001835,-0.012981,-0.005088
-0.001319,-0.013816,-0.003522
-0.000592,-0.012047,-0.002673
9.8e-05,-0.011349,-0.003695
0.000875,-0.012536,-0.004675
0.001987,-0.013674,-0.005344
0.001714,-0.014199,-0.004884
-0.000783,-0.015685,-0.00399
-0.002715,-0.01735,-0.003236
-0.002198,-0.017785,-0.002356
-0.001627,-0.017131,-0.001842
-0.001141,-0.017135,-0.00185
-0.000824,-0.017595,-0.002065
-0.001399,-0.019312,-0.003103
-0.00372,-0.022228,-0.00369
-0.004959,-0.026183,-0.002953
-0.001409,-0.029325,-0.001232
0.002747,-0.028846,-0.000704
0.002761,-0.025922,-0.001506
-0.000931,-0.024953,-0.000735
-0.004866,-0.026657,0.000215
-0.00734,-0.026273,0.000628
-0.006898,-0.023131,0.001482
-0.00221,-0.018298,0.000951
0.002266,-0.013613,-0.000628
0.002532,-0.010409,-0.001588
0.000845,-0.007284,-0.001174
-0.000293,-0.002743,-0.001287
-0.000762,0.003142,-0.001646
-0.001349,0.007521,-0.001847
-0.00224,0.006787,-0.001288
-0.003499,0.00401,0.000318
-0.00373,0.002591,0.000774
-0.003705,0.000668,-0.001022
-0.004819,-0.002409,-0.002652
-0.005671,-0.004706,-0.003629
-0.005526,-0.005046,-0.004864
-0.004908,-0.005495,-0.004921
-0.005013,-0.007471,-0.005483
-0.00364,-0.009034,-0.005136
-0.002166,-0.00923,-0.004564
-0.002755,-0.007705,-0.003497
-0.004195,-0.005812,-0.002624
-0.004538,-0.005726,-0.002964
-0.004179,-0.007941,-0.003419
-0.00399,-0.008444,-0.002249
-0.0031,-0.006992,-0.00105
-0.002868,-0.007355,-0.002073
-0.00373,-0.010685,-0.003981
-0.004683,-0.014619,-0.004528
-0.003756,-0.016345,-0.003335
-0.001327,-0.018001,-0.002914
-0.000987,-0.019659,-0.003164
-0.000897,-0.018442,-0.002663
0.000406,-0.016962,-0.004182
0.003113,-0.017012,-0.005275
0.003908,-0.017532,-0.003572
0.001591,-0.019065,-0.000519
0.000249,-0.020194,0.002323
0.002267,-0.019006,0.004123
0.005033,-0.01808,0.003632
0.004667,-0.019519,0.001778
0.001297,-0.021831,-0.00034
-0.002196,-0.022485,-0.001186
-0.003778,-0.021564,-0.000879
-0.002822,-0.020304,-0.001543
-0.001603,-0.019944,-0.001745
-0.002131,-0.017787,-0.002368
-0.002269,-0.014856,-0.003056
-0.002424,-0.012365,-0.00212
-0.003274,-0.011251,-0.00056
-0.004177,-0.010449,0.000685
-0.004123,-0.009684,0.001073
-0.002436,-0.010058,-0.000117
-0.000871,-0.00861,-0.001587
-0.001433,-0.005837,-0.002005
-0.002299,-0.005058,-0.000234
-0.003242,-0.006239,0.00118
-0.00414,-0.007427,0.001406
-0.003695,-0.009517,0.000253
-0.002879,-0.012106,-0.001309
-0.00276,-0.013588,-0.002967
-0.001757,-0.013059,-0.004134
-0.002158,-0.012165,-0.006085
-0.004658,-0.012742,-0.006657
-0.00663,-0.014727,-0.004108
-0.006562,-0.017031,-0.002612
-0.005224,-0.017098,-0.003954
-0.004991,-0.016672,-0.00365
-0.005983,-0.017231,-0.001667
-0.004522,-0.018299,-0.00117
-0.005458,-0.018589,-0.001799
-0.00879,-0.018159,-0.001027
-0.009584,-0.018623,-0.000393
-0.005775,-0.020156,-0.001566
-0.001188,-0.020852,-0.002149
0.000999,-0.021171,-0.00032
0.000644,-0.022594,0.001345
-0.000515,-0.022743,0.001216
-0.00113,-0.019642,0.000781
-0.000792,-0.016811,-0.000193
-0.000273,-0.016548,-0.001871
0.000884,-0.016475,-0.002478
0.001643,-0.015637,-0.001554
-0.000218,-0.013026,-0.000112
-0.002044,-0.010923,0.001393
-0.002016,-0.010959,0.001448
-0.001399,-0.01036,-0.000984
-0.001497,-0.01002,-0.002738
-0.00166,-0.00902,-0.002454
-0.002557,-0.007424,-0.002909
-0.003928,-0.0058,-0.003343
-0.004246,-0.004785,-0.002554
-0.003738,-0.004764,-0.00242
-0.002471,-0.006042,-0.002776
-0.002477,-0.008229,-0.002287
-0.00158,-0.009186,-0.002951
-0.001517,-0.010063,-0.006205
-0.000948,-0.010841,-0.008246
0.002129,-0.009456,-0.008513
0.003312,-0.006817,-0.00815
0.000448,-0.007032,-0.007692
-0.00198,-0.009036,-0.007093
-0.002376,-0.01181,-0.006437
-0.001135,-0.014296,-0.006134
0.000816,-0.015724,-0.00628
0.001073,-0.017292,-0.00543
-0.000655,-0.01692,-0.004415
-0.001579,-0.014986,-0.003378
-0.000644,-0.014594,-0.002444
-0.000494,-0.016543,-0.003798
-0.001974,-0.018269,-0.00461
-0.000617,-0.017727,-0.001947
0.001262,-0.016959,-9.3e-05
0.001683,-0.015987,-0.000935
0.001284,-0.014709,-0.002515
-0.000308,-0.014349,-0.003053
-0.001434,-0.015654,-0.002853
-0.000875,-0.016737,-0.002482
0.00044,-0.016207,-0.000919
0.001365,-0.014727,-0.000637
0.001246,-0.015037,-0.002402
0.001748,-0.01785,-0.003994
0.002155,-0.018137,-0.003579
0.001516,-0.014286,-0.002183
0.000385,-0.011586,-0.003871
0.001178,-0.011831,-0.006308
0.002478,-0.011947,-0.006436
0.003226,-0.010129,-0.004377
0.002088,-0.007475,-0.003559
0.000598,-0.006517,-0.004643
-0.000679,-0.007913,-0.004422
-0.00101,-0.010193,-0.003298
-0.00145,-0.011962,-0.004468
-0.001683,-0.010449,-0.005951
-0.002355,-0.006315,-0.005663
-0.003118,-0.004354,-0.003608
-0.003024,-0.005476,-0.000935
-0.003712,-0.008351,-0.000181
-0.004286,-0.011678,-0.000724
-0.005066,-0.012415,-0.002699
-0.005376,-0.010749,-0.003526
-0.005205,-0.007349,-0.003189
-0.002502,-0.005328,-0.002453
0.000222,-0.005952,-0.002427
0.000913,-0.006925,-0.002149
0.00084,-0.007502,-0.001527
0.000132,-0.008601,-0.002051
-0.002249,-0.011028,-0.003779
-0.004568,-0.012855,-0.005056
-0.006571,-0.013878,-0.00582
-0.008559,-0.014424,-0.004542
-0.008822,-0.016594,-0.002572
-0.007595,-0.016157,-0.000836
-0.005729,-0.01526,0.001399
-0.004707,-0.014354,0.002278
-0.003653,-0.013705,0.00252
-0.005416,-0.014485,0.002441
-0.007821,-0.015958,0.002266
-0.006637,-0.015884,0.002377
-0.005094,-0.015388,0.002744
-0.005485,-0.016263,0.003346
-0.005846,-0.017438,0.003801
-0.005278,-0.017623,0.001332
-0.004882,-0.017143,-0.00077
-0.006073,-0.017278,0.000559
-0.006904,-0.016921,0.002219
-0.005244,-0.014842,0.0023
-0.002761,-0.012756,0.000437
-0.001843,-0.012584,-0.002736
-0.003199,-0.013194,-0.003521
-0.004194,-0.012366,-0.00278
-0.003641,-0.010562,-0.002518
-0.003082,-0.009206,-0.001676
-0.002671,-0.009604,-0.000468
-0.000955,-0.010943,-0.001338
0.000922,-0.010965,-0.003248
0.001023,-0.010287,-0.005074
-0.000167,-0.010408,-0.005542
-0.000348,-0.011006,-0.004719
-0.000453,-0.01245,-0.002662
-5.8e-05,-0.013742,-0.00121
0.000584,-0.013922,0.000519
0.000306,-0.01266,0.00268
-0.002508,-0.011546,0.002407
-0.004893,-0.010818,-0.000288
-0.005536,-0.011169,-0.001516
-0.004984,-0.01292,-0.00184
-0.005315,-0.014464,-0.002763
-0.007179,-0.015044,-0.003426
-0.008593,-0.014958,-0.003233
-0.008893,-0.016708,-0.003183
-0.007741,-0.019548,-0.003505
-0.008518,-0.021796,-0.00274
-0.010905,-0.022872,-0.001975
-0.010222,-0.021805,-0.002467
-0.006999,-0.020536,-0.001967
-0.003106,-0.021454,-0.001237
0.000122,-0.022079,-0.001912
0.001619,-0.021985,-0.001955
0.001217,-0.02157,-0.001305
0.000836,-0.020019,-0.002346
0.001233,-0.016741,-0.002992
0.001198,-0.01494,-0.001447
0.000403,-0.017098,-0.001487
0.000666,-0.018964,-0.003181
0.001067,-0.017843,-0.005791
-0.000408,-0.015958,-0.006533
-0.000542,-0.013736,-0.003612
0.000847,-0.01207,0.000703
0.001432,-0.011314,0.003246
0.00071,-0.011333,0.002099
0.001463,-0.010559,-0.000713
0.003508,-0.008411,-0.002438
0.005758,-0.006387,-0.002969
0.008529,-0.005002,-0.001903
0.009507,-0.003342,-0.000422
0.006147,-0.001379,-0.000758
0.00119,-0.00166,-0.000523
0.000163,-0.00426,-0.001227
-1.3e-05,-0.006436,-0.002931
-0.001572,-0.008277,-0.003117
-0.001976,-0.008136,-0.001138
-0.002404,-0.006877,-0.000828
-0.00211,-0.007159,-0.002472
-0.001189,-0.00803,-0.004655
-0.001768,-0.008937,-0.004899
-0.00336,-0.009753,-0.003512
-0.003273,-0.011136,-0.003383
-0.002889,-0.012618,-0.002997
-0.004137,-0.014924,-0.002717
-0.004521,-0.017132,-0.003143
-0.004196,-0.018298,-0.003532
-0.003515,-0.018299,-0.003666
-0.003602,-0.015946,-0.005638
-0.00507,-0.013667,-0.00554
-0.005007,-0.013011,-0.001712
-0.003974,-0.014145,0.002961
-0.00295,-0.016227,0.004344
-0.003891,-0.019003,0.001616
-0.006059,-0.020318,-0.00143
-0.007326,-0.019522,-0.001845
-0.006689,-0.018027,-0.000567
-0.005965,-0.015981,0.000519
-0.00573,-0.015465,0.00156
-0.004254,-0.016564,0.001202
-0.002857,-0.016224,-0.000963
-0.002998,-0.014339,-0.004406
-0.00401,-0.013292,-0.005876
-0.002629,-0.011872,-0.004016
-0.000507,-0.012197,-0.002524
0.000503,-0.012884,-0.001304
-0.000301,-0.011627,-0.002056
-0.001361,-0.010292,-0.003372
-0.000668,-0.009443,-0.003528
0.000539,-0.006589,-0.002699
-0.0002,-0.001897,-0.002351
-0.001361,-0.000403,-0.003488
-0.001201,-0.005142,-0.004781
-0.001843,-0.008893,-0.004867
-0.001367,-0.009952,-0.005215
0.000551,-0.010523,-0.005149
0.000246,-0.010464,-0.003307
-0.001792,-0.011835,-0.000651
-0.001374,-0.013385,0.000943
-0.001504,-0.013148,0.000693
-0.003307,-0.012764,0.000155
-0.00449,-0.012526,-0.001751
-0.004704,-0.012366,-0.004306
-0.003458,-0.01341,-0.004539
-0.001115,-0.014176,-0.002866
-0.000516,-0.014562,-0.001473
-0.001153,-0.014285,-0.001505
-0.004279,-0.013767,-0.00286
-0.006962,-0.014082,-0.003082
-0.007112,-0.015515,-0.00184
-0.004871,-0.016967,-0.000298
-0.004184,-0.018623,-0.000441
-0.005422,-0.020658,-0.001216
-0.006119,-0.02197,-0.001828
-0.005218,-0.021956,-0.001815
-0.003468,-0.019964,-0.001716
-0.003334,-0.017792,-0.003381
-0.004166,-0.016504,-0.004937
-0.003663,-0.016283,-0.005492
-0.000571,-0.01597,-0.004452
0.000833,-0.015278,-0.004196
-0.000795,-0.013872,-0.003429
-0.002425,-0.01287,-0.002035
-0.000876,-0.011214,-0.001288
0.003296,-0.010201,-0.001825
0.004408,-0.011527,-0.002307
0.001899,-0.013035,-0.002813
0.000599,-0.013422,-0.003191
0.001257,-0.012666,-0.003584
0.000908,-0.01136,-0.005423
-0.000993,-0.010662,-0.006459
-0.001504,-0.010302,-0.005865
-3.2e-05,-0.009198,-0.005705
-0.000303,-0.009222,-0.005548
-0.002517,-0.010244,-0.004175
-0.002215,-0.010499,-0.00371
-0.001183,-0.011305,-0.005508
-0.001427,-0.01167,-0.006882
-0.002188,-0.012528,-0.006937
-0.001359,-0.014172,-0.007322
0.000227,-0.014448,-0.007801
0.000586,-0.01475,-0.007147
-0.000241,-0.015485,-0.004756
-0.001841,-0.014905,-0.001927
-0.002879,-0.015901,-0.002473
-0.003298,-0.016999,-0.004711
-0.00352,-0.016962,-0.005035
-0.004185,-0.017624,-0.003865
-0.002672,-0.016887,-0.002766
-8.7e-05,-0.013966,-0.00146
-0.000156,-0.014572,-0.000167
-0.001932,-0.016583,-0.000565
-0.001947,-0.017653,-0.002251
-0.001053,-0.018672,-0.003525
-0.000343,-0.019042,-0.002484
-0.000948,-0.018577,-0.001115
-0.003307,-0.017063,-0.001061
-0.003567,-0.014843,-0.000929
-0.001458,-0.01317,-0.00111
-0.000993,-0.013226,-0.000286
-0.003114,-0.01374,0.000804
-0.005356,-0.012364,0.000453
-0.005219,-0.010496,-0.000926
-0.003355,-0.010033,-0.001589
-0.000845,-0.010654,-0.000913
-0.000598,-0.011196,-0.000172
-0.00301,-0.011401,-0.0003
-0.00346,-0.009309,-0.00099
-0.001305,-0.005966,-0.001693
0.000688,-0.00397,-0.00185
0.000692,-0.003517,-0.001842
-0.000786,-0.004703,-0.00185
-0.002899,-0.00674,-0.00227
-0.003799,-0.007215,-0.00282
-0.002869,-0.008879,-0.002181
-0.001922,-0.012021,-0.000641
-0.003152,-0.013177,-1.4e-05
-0.003628,-0.013027,0.000905
-0.002073,-0.013919,0.001133
0.000459,-0.013449,0.000443
0.000759,-0.012726,-0.000941
-0.000505,-0.013282,-0.002039
-0.001642,-0.014377,-0.003104
-0.002619,-0.014616,-0.003979
-0.002863,-0.014051,-0.00295
-0.002299,-0.015305,-0.00116
-0.00219,-0.017089,0.00125
-0.003784,-0.017623,0.002153
-0.00489,-0.019012,0.001121
-0.005192,-0.020544,-0.000747
-0.005462,-0.01895,-0.002646
-0.006791,-0.015702,-0.00179
-0.007288,-0.015537,0.000506
-0.005885,-0.017206,0.000427
-0.004311,-0.017699,0.0004
-0.002919,-0.016708,0.001559
-0.000931,-0.015301,0.001704
-0.000859,-0.015186,0.000799
-0.003271,-0.015263,0.000378
-0.005844,-0.015144,0.001043
-0.006382,-0.014475,0.00211
-0.005861,-0.013776,0.002012
-0.005381,-0.013268,0.001181
-0.00291,-0.011209,0.00102
-0.001392,-0.009889,-4.6e-05
-0.001003,-0.009917,-0.001242
0.000152,-0.00989,-0.002235
-0.000411,-0.010065,-0.002136
-0.00171,-0.009879,-0.000971
-0.001573,-0.008491,-0.000671
-0.00052,-0.007149,-0.002894
-0.000896,-0.006648,-0.005358
-0.002554,-0.007485,-0.007502
-0.001949,-0.009075,-0.008793
-0.000729,-0.008415,-0.008565
-0.000119,-0.006872,-0.008383
0.000935,-0.006124,-0.007734
0.001921,-0.005492,-0.006124
0.002212,-0.005536,-0.003931
0.001805,-0.00678,-0.003196
0.000525,-0.007614,-0.003455
0.001071,-0.008075,-0.003706
0.001371,-0.009178,-0.003147
-0.000561,-0.01204,-0.00307
-0.003053,-0.014495,-0.004007
-0.004073,-0.017199,-0.005412
-0.004492,-0.019067,-0.00556
-0.004832,-0.020242,-0.004769
-0.006216,-0.021139,-0.003523
-0.006527,-0.020274,-0.001409
-0.006311,-0.019875,-0.000119
-0.005498,-0.021398,-0.00125
-0.003909,-0.021249,-0.002382
-0.003553,-0.019576,-0.000758
-0.005095,-0.017991,0.001291
-0.007416,-0.017632,0.0008
-0.008865,-0.016824,-0.001945
-0.008053,-0.014951,-0.004757
-0.005825,-0.01302,-0.005039
-0.005057,-0.012322,-0.003237
-0.003708,-0.012841,-0.003439
-0.000452,-0.012933,-0.004823
0.001185,-0.010278,-0.004998
0.001555,-0.006987,-0.00415
0.000377,-0.008171,-0.003778
-0.000337,-0.01029,-0.004419
-0.000787,-0.01012,-0.005306
-0.000873,-0.009168,-0.005064
-0.001339,-0.008149,-0.00305
-0.002344,-0.006987,-0.002002
-0.003972,-0.004369,-0.002472
-0.003354,-0.001078,-0.002154
-0.001552,-0.001717,-0.000928
-0.000318,-0.005188,-0.000535
0.001535,-0.008333,-0.0022
0.002855,-0.010414,-0.0037
1.6e-05,-0.011161,-0.003469
-0.001942,-0.01008,-0.002515
-0.001399,-0.009053,-0.00013
-0.001008,-0.00952,0.001466
-0.001068,-0.011985,0.001815
-0.001622,-0.016153,0.000132
-0.00218,-0.018718,-0.001171
-0.002184,-0.019146,-0.000188
-0.001289,-0.019458,-0.00016
0.000399,-0.020764,-0.001377
0.000842,-0.02114,-0.002355
-0.000204,-0.01982,-0.002227
-0.001463,-0.018498,-0.001048
-0.00113,-0.019029,-0.000162
0.000428,-0.020632,2.4e-05
0.002944,-0.021965,-0.001331
0.005042,-0.02151,-0.001795
0.004756,-0.020321,-0.000901
0.002105,-0.019494,-0.000264
9.7e-05,-0.019472,-0.000332
-0.000332,-0.01898,-0.000871
-0.000234,-0.017524,-0.002021
-0.001105,-0.016473,-0.003574
-0.003077,-0.01681,-0.003643
-0.005659,-0.018655,-0.003092
-0.006206,-0.017741,-0.003181
-0.004865,-0.013595,-0.002516
-0.004561,-0.012488,-0.003336
-0.004764,-0.013103,-0.005297
-0.003906,-0.01167,-0.005655
-0.002354,-0.008572,-0.004272
-0.000934,-0.005849,-0.002363
-0.000795,-0.005937,-0.001582
-0.001007,-0.007757,-0.002288
-0.000338,-0.008156,-0.003049
0.000664,-0.007228,-0.003415
0.002004,-0.008111,-0.003522
0.002891,-0.009662,-0.003528
0.001095,-0.010786,-0.002333
-0.002875,-0.011244,-0.000732
-0.005228,-0.011111,-0.000834
-0.006009,-0.012351,-0.00103
-0.005488,-0.012991,-0.002941
-0.004277,-0.012771,-0.004828
-0.003076,-0.013807,-0.00464
-0.002119,-0.015151,-0.003719
-0.00209,-0.015192,-0.001067
-0.002651,-0.014669,0.001801
-0.003543,-0.013268,0.00412
-0.004336,-0.011655,0.004983
-0.004008,-0.012407,0.003867
-0.003008,-0.01519,0.002095
-0.002848,-0.018082,0.000609
-0.003026,-0.019814,-0.001173
-0.002441,-0.01853,-0.002254
-0.001071,-0.017395,-0.003163
0.002028,-0.017691,-0.002986
0.003462,-0.017094,-0.003001
0.00116,-0.018336,-0.003914
-0.001324,-0.01872,-0.005163
-0.000643,-0.016562,-0.004674
-0.00122,-0.013502,-0.00267
-0.003966,-0.011349,-0.001624
-0.004622,-0.011664,-0.001386
-0.003712,-0.011772,-0.001616
-0.004714,-0.010421,-0.002422
-0.005998,-0.008938,-0.002359
-0.005684,-0.007889,-0.001672
-0.004702,-0.007468,-0.001456
-0.001745,-0.006585,-0.000884
-0.001019,-0.004761,-0.000683
-0.003187,-0.003314,-0.002399
-0.003983,-0.003455,-0.004201
-0.002952,-0.005018,-0.004457
-0.003331,-0.006069,-0.003083
-0.004918,-0.007336,-0.000917
-0.006712,-0.008822,-0.000403
-0.008004,-0.008462,-0.001024
-0.008221,-0.008212,-0.001033
-0.0073,-0.010714,-0.001315
-0.006207,-0.015086,-0.002515
-0.006857,-0.016966,-0.003523
-0.006398,-0.01694,-0.003551
-0.005281,-0.016743,-0.004248
-0.00382,-0.015539,-0.006702
-0.002211,-0.013935,-0.008013
-0.001826,-0.011037,-0.007109
-0.002449,-0.005441,-0.004582
-0.001862,0.001596,-0.002135
0.000608,0.004634,-0.000953
0.003248,0.001534,-0.000838
0.003862,-0.00445,-0.000977
0.001779,-0.008508,-0.000561
-0.001071,-0.011646,-0.000825
-0.001117,-0.014557,-0.001188
0.000613,-0.018518,-0.001546
0.001572,-0.022013,-0.001785
0.001846,-0.023499,-0.000991
0.001401,-0.022824,0.000722
-0.000584,-0.022293,0.001042
-0.002343,-0.021501,0.000193
-0.001404,-0.0195,-0.000593
0.000129,-0.017132,-0.000359
-0.000202,-0.016336,-0.000635
-0.001285,-0.015887,-0.001624
-0.001511,-0.015781,-0.002129
0.000347,-0.014691,-0.002185
0.001847,-0.012262,-0.003015
0.002155,-0.010239,-0.003529
0.00185,-0.010388,-0.003669
0.001991,-0.010946,-0.005054
0.002371,-0.009959,-0.007122
0.001518,-0.010869,-0.007417
-0.000292,-0.013074,-0.006357
-0.002379,-0.013401,-0.005625
-0.00299,-0.011672,-0.004543
-0.001071,-0.011461,-0.004087
0.00157,-0.013119,-0.004193
0.002454,-0.015772,-0.002565
0.000141,-0.017629,-0.001133
-0.002431,-0.01843,-0.001656
-0.001663,-0.017592,-0.001435
-0.001248,-0.016424,0.00042
-0.002062,-0.016382,-0.000807
-0.00289,-0.016473,-0.004258
-0.002075,-0.015621,-0.005534
-0.000902,-0.016144,-0.004399
-0.001149,-0.017446,-0.003364
-0.002681,-0.018507,-0.002192
-0.003464,-0.019398,-0.001503
-0.002699,-0.019629,-0.002342
-0.00313,-0.018868,-0.00333
-0.004641,-0.018619,-0.002251
-0.004405,-0.018953,-0.000609
-0.003525,-0.018455,-0.000176
-0.004039,-0.017909,-0.001448
-0.004296,-0.017138,-0.000805
-0.004939,-0.01711,-0.000563
-0.005156,-0.016196,-0.00115
-0.004724,-0.015988,-0.002202
-0.004942,-0.017352,-0.002422
-0.006651,-0.018302,-0.000966
-0.006498,-0.017695,0.001008
-0.004755,-0.016626,0.002753
-0.003456,-0.015284,0.001938
-0.003457,-0.013853,-0.001204
-0.002936,-0.013588,-0.004539
-0.000592,-0.013604,-0.005181
0.000104,-0.011464,-0.004786
-0.001595,-0.008051,-0.002107
-0.002727,-0.005016,7.1e-05
-0.004527,-0.004677,0.000833
-0.004989,-0.006202,-0.001117
-0.004791,-0.005736,-0.003083
-0.004709,-0.003641,-0.003034
-0.005062,-0.003713,-0.003219
-0.00517,-0.006211,-0.003215
-0.003732,-0.007225,-0.002897
-0.002026,-0.00695,-0.00312
-0.000957,-0.007743,-0.004323
-0.001466,-0.009278,-0.00547
-0.001673,-0.011582,-0.004865
-0.001208,-0.013018,-0.004202
-0.001551,-0.014169,-0.003943
-0.001929,-0.012891,-0.002268
-0.001975,-0.010363,-0.001087
-0.000716,-0.010976,0.000168
0.001645,-0.012331,0.001424
0.003452,-0.012417,0.000637
0.004532,-0.013911,-0.001746
0.005528,-0.016943,-0.0042
0.00477,-0.020195,-0.005357
0.000129,-0.021526,-0.005819
-0.003812,-0.020763,-0.004977
-0.00324,-0.018709,-0.003583
-0.000291,-0.017279,-0.00278
0.000833,-0.017063,-0.000927
0.001124,-0.017896,-0.00022
0.00286,-0.017063,-0.000513
0.004147,-0.015722,-0.000662
0.003211,-0.016687,-0.00122
0.002685,-0.016486,-0.001663
0.00359,-0.013937,-0.001669
0.003677,-0.012589,-0.000765
0.001585,-0.013294,-0.001166
-0.001628,-0.013338,-0.002545
-0.004781,-0.012545,-0.002862
-0.006439,-0.010719,-0.003155
